Wall time,Step,Value
1765854662.7514334,1,0.3585069477558136
1765855599.0568008,2,0.3541666567325592
1765856173.2680304,3,0.3585069477558136
1765857338.8419995,4,0.3847517669200897
1765858558.4290907,5,0.35992908477783203
1765859462.0744467,6,0.42907801270484924
1765860695.3682344,7,0.34929078817367554
1765862020.5698962,8,0.40842491388320923
1765863527.7677827,9,0.33882784843444824
1765865015.891957,10,0.4444444477558136
1765866211.6526396,11,0.3408239781856537
1765867434.663764,12,0.4672284722328186
1765868729.2405064,13,0.4166666567325592
1765869590.4692764,14,0.4631783068180084
1765870957.8802586,15,0.4075203239917755
1765871727.826796,16,0.46105071902275085
1765873109.9376674,17,0.5
1765874441.2062972,18,0.501893937587738
1765875730.9906952,19,0.4789029657840729
1765877068.6913576,20,0.4264069199562073
1765877962.068771,21,0.46536797285079956
1765879119.8977785,22,0.5718749761581421
1765880335.8151467,23,0.5379746556282043
1765881274.3654897,24,0.44736841320991516
1765882472.3658562,25,0.5555555820465088
1765883691.6672277,26,0.5879629850387573
1765884867.4154143,27,0.5901826620101929
1765885997.952536,28,0.5598591566085815
1765887303.7941587,29,0.559684693813324
1765888553.4132237,30,0.5686274766921997
1765889136.5657384,31,0.6317567825317383
1765890344.4659724,32,0.5726190209388733
1765891073.9807153,33,0.5702381134033203
1765891900.1039698,34,0.6288889050483704
1765892563.1234064,35,0.622474730014801
1765893723.7701895,36,0.6606280207633972
1765894841.5215025,37,0.6116071343421936
1765895912.4375393,38,0.6347222328186035
1765896512.4364104,39,0.6410256624221802
1765897923.5698621,40,0.5771144032478333
1765898962.3190596,41,0.6203703880310059
1765900000.6877403,42,0.5490196347236633
1765900623.2713332,43,0.5891813039779663
1765901432.4310765,44,0.5817901492118835
1765902006.7822666,45,0.7136363387107849
1765902975.4710202,46,0.6411564350128174
1765903636.349053,47,0.5986394286155701
1765904683.9640465,48,0.5984848737716675
1765905608.9835725,49,0.7399425506591797
1765906807.897194,50,0.6145833134651184
1765907570.0400465,51,0.6906779408454895
1765908525.279408,52,0.6522436141967773
1765909520.8390014,53,0.6939393877983093
1765910521.5208929,54,0.6241829991340637
1765911160.5775278,55,0.6606060862541199
1765912061.9795341,56,0.6166666746139526
1765912606.60204,57,0.679347813129425
1765913414.0372236,58,0.5742424130439758
1765914381.352014,59,0.6388888955116272
1765915513.1543505,60,0.6933333277702332
1765916418.969651,61,0.619918704032898
1765916879.0550978,62,0.7631579041481018
1765917505.5842795,63,0.7829457521438599
1765918275.6880906,64,0.6910569071769714
1765918772.9976044,65,0.6666666865348816
1765919996.1327553,66,0.6696428656578064
1765920684.7167323,67,0.5092592835426331
1765921198.317928,68,0.7348484992980957
1765922285.676709,69,0.6542553305625916
1765923316.6933389,70,0.7517006993293762
1765923867.1904893,71,0.7166666388511658
1765924825.7615201,72,0.6909722089767456
1765925875.634258,73,0.7395833134651184
1765926457.2237804,74,0.6279069781303406
1765927340.555053,75,0.7045454382896423
1765927989.3410099,76,0.7117117047309875
1765929018.4882855,77,0.6083333492279053
1765929949.6267703,78,0.716269850730896
1765930385.8990493,79,0.8273809552192688
1765930967.5635295,80,0.7772108912467957
1765931958.4626808,81,0.6036585569381714
1765932756.7562888,82,0.7083333134651184
1765933583.3317256,83,0.8111110925674438
1765934343.5637143,84,0.7828282713890076
1765935279.059749,85,0.7073643207550049
1765936131.0853546,86,0.7291666865348816
1765937107.6475217,87,0.6565040946006775
1765937988.1978195,88,0.6342592835426331
1765938899.7197943,89,0.719298243522644
1765939767.5049944,90,0.7403100728988647
1765940714.6139486,91,0.723809540271759
1765941188.4810243,92,0.7666666507720947
1765941731.701997,93,0.7965116500854492
1765942151.2900429,94,0.8145161271095276
1765943334.301652,95,0.6717171669006348
1765944308.146254,96,0.762499988079071
1765944911.6406817,97,0.788095235824585
1765945895.586707,98,0.6868686676025391
1765946865.1973796,99,0.7430555820465088
1765947340.7237031,100,0.8289473652839661
1765948174.756455,101,0.7948718070983887
1765948992.1926708,102,0.6794871687889099
1765950043.0554762,103,0.7740740776062012
1765951016.290595,104,0.7749999761581421
1765951459.5696993,105,0.7073643207550049
1765952001.9268727,106,0.7944444417953491
1765952943.0044596,107,0.8120155334472656
1765954016.3006985,108,0.8063063025474548
1765954873.5753343,109,0.7754629850387573
1765955342.6624613,110,0.8421052694320679
1765955830.5089242,111,0.6851851940155029
1765956343.518139,112,0.7258771657943726
1765957144.8493247,113,0.8684210777282715
1765958165.1980908,114,0.6937984228134155
1765958622.7623208,115,0.8541666865348816
1765959508.5601602,116,0.7245370149612427
1765960364.7113168,117,0.8357142806053162
1765961383.2460515,118,0.7093495726585388
1765961745.200298,119,0.78125
1765962158.652534,120,0.7222222089767456
1765962659.1592107,121,0.8383838534355164
1765963419.4758546,122,0.8039215803146362
1765964285.451428,123,0.8166666626930237
1765964836.7028532,124,0.6845238208770752
1765965703.3011038,125,0.7011494040489197
1765966162.2632027,126,0.7152777910232544
1765967059.0326502,127,0.7561728358268738
1765967883.927865,128,0.7746913433074951
1765968373.5101645,129,0.7690476179122925
1765969258.8810956,130,0.7530864477157593
1765970254.1863923,131,0.8306451439857483
1765970977.114654,132,0.7803030014038086
1765971788.946835,133,0.7752525210380554
1765972640.4822514,134,0.8771929740905762
1765973534.0643234,135,0.6376811861991882
1765973975.4832718,136,0.8784722089767456
1765974470.6239097,137,0.8842592835426331
1765975257.5750532,138,0.8063725233078003
1765976065.6134036,139,0.7678571343421936
1765977000.3637986,140,0.8714285492897034
1765978146.2187057,141,0.7133333086967468
1765978654.6630123,142,0.8210784196853638
1765979208.3049717,143,0.6379310488700867
1765980268.2615838,144,0.8541666865348816
1765981299.1620405,145,0.7083333134651184
1765981798.0294135,146,0.7777777910232544
1765982224.9785163,147,0.7768816947937012
1765982836.1122372,148,0.75
1765983298.0468543,149,0.6006944179534912
