Wall time,Step,Value
1766684263.393054,1,0.38141027092933655
1766684353.6687245,2,0.6149425506591797
1766684533.33881,3,0.5098039507865906
1766684613.452149,4,0.5352563858032227
1766684691.415644,5,0.5819672346115112
1766684802.081618,6,0.5685483813285828
1766684908.036963,7,0.5885416865348816
1766685083.4607723,8,0.43262410163879395
1766685165.1239245,9,0.4613095223903656
1766685358.9345598,10,0.510606050491333
1766685525.9797404,11,0.6959064602851868
1766685613.8663042,12,0.5849999785423279
1766685690.4020405,13,0.656862735748291
1766685801.0863447,14,0.5154321193695068
1766685883.5673454,15,0.8266128897666931
1766685987.6733184,16,0.5132275223731995
1766686089.851317,17,0.33179011940956116
1766686271.6794038,18,0.6377550959587097
1766686348.9857697,19,0.49470898509025574
1766686530.6734164,20,0.6525423526763916
1766686892.1857429,21,0.5300546288490295
1766687070.334331,22,0.769345223903656
1766687166.213991,23,0.5307692289352417
1766687333.8000226,24,0.6172839403152466
1766687503.7946393,25,0.6653005480766296
1766687587.7389324,26,0.6616666913032532
1766687669.428492,27,0.6000000238418579
1766687759.8235269,28,0.44708994030952454
1766687839.921066,29,0.5542327761650085
1766688027.644139,30,0.5447530746459961
1766688113.5020635,31,0.6172316670417786
1766688290.8700762,32,0.5223214030265808
1766688464.3496094,33,0.682539701461792
1766688558.5537097,34,0.6276041865348816
1766688736.4842167,35,0.5287356376647949
1766688922.5636475,36,0.6744791865348816
1766689010.0488098,37,0.5530303120613098
1766689187.5855477,38,0.7347418069839478
1766689377.4348025,39,0.5724637508392334
1766689783.1687827,40,0.4933333396911621
1766690013.7382045,41,0.578125
1766690185.2110915,42,0.5307692289352417
1766690389.669933,43,0.739130437374115
1766690487.003912,44,0.6118420958518982
1766690584.6771607,45,0.4752604067325592
1766690779.3666177,46,0.5231481194496155
1766690871.4233608,47,0.6901408433914185
1766691072.9120686,48,0.49074074625968933
1766691267.4838681,49,0.5603070259094238
1766691372.8162968,50,0.5179487466812134
1766691486.5807939,51,0.4511904716491699
1766691586.2687106,52,0.5747548937797546
1766691695.0443552,53,0.7387387156486511
1766691805.0667148,54,0.6053921580314636
1766692010.3724916,55,0.5300925970077515
1766692225.2584577,56,0.7374429106712341
1766692432.604828,57,0.646118700504303
1766692543.1757646,58,0.5281531810760498
1766692726.6121118,59,0.5872395634651184
1766693051.9336214,60,0.6021126508712769
1766693394.65393,61,0.5727699398994446
1766693676.801524,62,0.5959302186965942
1766693817.591165,63,0.5485231876373291
1766693937.6803956,64,0.49390244483947754
1766694058.9115312,65,0.5308641791343689
1766694299.382138,66,0.5144444704055786
1766694524.5795462,67,0.5372806787490845
1766694755.2376559,68,0.6402953863143921
1766694900.719517,69,0.5922619104385376
1766695132.2680855,70,0.8012820482254028
1766695368.4885209,71,0.6755555272102356
1766695577.862803,72,0.6899999976158142
1766695691.0017438,73,0.6326754093170166
1766695835.5472467,74,0.6235294342041016
1766695987.9786873,75,0.5039682388305664
1766696225.852196,76,0.5071138143539429
1766696353.7029593,77,0.6425438523292542
1766696597.6211782,78,0.8322916626930237
